,Flag,Session Date,Player,Session,Score
1661,Carried over,2021-11-03,Player 9,Strength Building,10
1662,Carried over,2021-11-02,Player 9,Strength Building,10
1663,Carried over,2021-11-01,Player 9,Strength Building,10
1664,Carried over,2021-10-29,Player 9,Strength Building,10
1665,Actual,2021-10-28,Player 9,Strength Building,10
1666,Actual,2021-11-04,Player 9,Strength Building,9
1667,Carried over,2021-11-09,Player 9,Strength Building,5
1668,Carried over,2021-11-08,Player 9,Strength Building,5
1669,Actual,2021-11-05,Player 9,Strength Building,5
1670,Actual,2021-11-10,Player 9,Strength Building,4
1671,Actual,2021-11-11,Player 9,Strength Building,6
1672,Carried over,2021-11-17,Player 9,Strength Building,5
1673,Carried over,2021-11-16,Player 9,Strength Building,5
1674,Carried over,2021-11-15,Player 9,Strength Building,5
1675,Actual,2021-11-12,Player 9,Strength Building,5
1676,Actual,2021-11-18,Player 9,Strength Building,6
1677,Carried over,2021-11-24,Player 9,Strength Building,6
1678,Carried over,2021-11-23,Player 9,Strength Building,6
1679,Carried over,2021-11-22,Player 9,Strength Building,6
1680,Actual,2021-11-19,Player 9,Strength Building,6
1681,Carried over,2021-12-07,Player 9,Strength Building,6
1682,Carried over,2021-12-06,Player 9,Strength Building,6
1683,Carried over,2021-12-03,Player 9,Strength Building,6
1684,Carried over,2021-12-02,Player 9,Strength Building,6
1685,Carried over,2021-12-01,Player 9,Strength Building,6
1686,Carried over,2021-11-30,Player 9,Strength Building,6
1687,Carried over,2021-11-29,Player 9,Strength Building,6
1688,Carried over,2021-11-26,Player 9,Strength Building,6
1689,Actual,2021-11-25,Player 9,Strength Building,6
1690,Carried over,2021-12-14,Player 9,Strength Building,8
1691,Carried over,2021-12-13,Player 9,Strength Building,8
1692,Carried over,2021-12-10,Player 9,Strength Building,8
1693,Carried over,2021-12-09,Player 9,Strength Building,8
1694,Actual,2021-12-08,Player 9,Strength Building,8
1695,Carried over,2021-12-22,Player 9,Strength Building,4
1696,Carried over,2021-12-21,Player 9,Strength Building,4
1697,Carried over,2021-12-20,Player 9,Strength Building,4
1698,Carried over,2021-12-17,Player 9,Strength Building,4
1699,Carried over,2021-12-16,Player 9,Strength Building,4
1700,Actual,2021-12-15,Player 9,Strength Building,4
1701,Actual,2021-12-23,Player 9,Strength Building,7
1702,Carried over,2021-12-28,Player 9,Strength Building,3
1703,Carried over,2021-12-27,Player 9,Strength Building,3
1704,Actual,2021-12-24,Player 9,Strength Building,3
1705,Carried over,2021-12-31,Player 9,Strength Building,7
1706,Carried over,2021-12-30,Player 9,Strength Building,7
1707,Actual,2021-12-29,Player 9,Strength Building,7
1708,Actual,2022-01-03,Player 9,Strength Building,4
1709,Carried over,2022-01-05,Player 9,Strength Building,9
1710,Actual,2022-01-04,Player 9,Strength Building,9
1711,Actual,2022-01-06,Player 9,Strength Building,10
1712,Carried over,2022-01-13,Player 9,Strength Building,3
1713,Carried over,2022-01-12,Player 9,Strength Building,3
1714,Carried over,2022-01-11,Player 9,Strength Building,3
1715,Carried over,2022-01-10,Player 9,Strength Building,3
1716,Actual,2022-01-07,Player 9,Strength Building,3
1717,Actual,2022-01-14,Player 9,Strength Building,10
1718,Actual,2022-01-17,Player 9,Strength Building,3
1719,Actual,2022-01-18,Player 9,Strength Building,10
1720,Actual,2022-01-19,Player 9,Strength Building,3
1721,Actual,2022-01-20,Player 9,Strength Building,6
1722,Carried over,2022-01-24,Player 9,Strength Building,7
1723,Actual,2022-01-21,Player 9,Strength Building,7
1724,Actual,2022-01-25,Player 9,Strength Building,8
1725,Actual,2022-01-26,Player 9,Strength Building,6
1726,Actual,2022-01-27,Player 9,Strength Building,6
1727,Actual,2022-01-28,Player 9,Strength Building,3
1728,Actual,2022-01-31,Player 9,Strength Building,7
1729,Carried over,2022-02-02,Player 9,Strength Building,6
1730,Actual,2022-02-01,Player 9,Strength Building,6
1731,Actual,2022-02-03,Player 9,Strength Building,7
1732,Actual,2022-02-04,Player 9,Strength Building,10
1733,Actual,2022-02-07,Player 9,Strength Building,7
1734,Actual,2022-02-08,Player 9,Strength Building,9
1735,Actual,2022-02-09,Player 9,Strength Building,4
1736,Actual,2022-02-10,Player 9,Strength Building,3
1737,Carried over,2022-02-15,Player 9,Strength Building,9
1738,Carried over,2022-02-14,Player 9,Strength Building,9
1739,Actual,2022-02-11,Player 9,Strength Building,9
1740,Actual,2022-02-16,Player 9,Strength Building,8
1741,Carried over,2022-02-18,Player 9,Strength Building,8
1742,Actual,2022-02-17,Player 9,Strength Building,8
1743,Actual,2022-02-21,Player 9,Strength Building,3
1744,Actual,2022-02-22,Player 9,Strength Building,8
1745,Actual,2022-02-23,Player 9,Strength Building,8
1746,Carried over,2022-02-28,Player 9,Strength Building,7
1747,Carried over,2022-02-25,Player 9,Strength Building,7
1748,Actual,2022-02-24,Player 9,Strength Building,7
1749,Actual,2022-03-01,Player 9,Strength Building,5
1750,Carried over,2022-03-04,Player 9,Strength Building,7
1751,Carried over,2022-03-03,Player 9,Strength Building,7
1752,Actual,2022-03-02,Player 9,Strength Building,7
1753,Carried over,2022-03-08,Player 9,Strength Building,9
1754,Actual,2022-03-07,Player 9,Strength Building,9
1755,Actual,2022-03-09,Player 9,Strength Building,7
1756,Actual,2022-03-10,Player 9,Strength Building,3
1757,Actual,2022-03-11,Player 9,Strength Building,10
1758,Carried over,2022-03-15,Player 9,Strength Building,6
1759,Actual,2022-03-14,Player 9,Strength Building,6
1760,Carried over,2022-03-17,Player 9,Strength Building,4
1761,Actual,2022-03-16,Player 9,Strength Building,4
1762,Actual,2022-03-18,Player 9,Strength Building,7
1763,Actual,2022-03-21,Player 9,Strength Building,7
1764,Actual,2022-03-22,Player 9,Strength Building,4
1765,Carried over,2022-03-24,Player 9,Strength Building,5
1766,Actual,2022-03-23,Player 9,Strength Building,5
1767,Carried over,2022-03-28,Player 9,Strength Building,6
1768,Actual,2022-03-25,Player 9,Strength Building,6
1769,Carried over,2022-03-31,Player 9,Strength Building,10
1770,Carried over,2022-03-30,Player 9,Strength Building,10
1771,Actual,2022-03-29,Player 9,Strength Building,10
1772,Actual,2022-04-01,Player 9,Strength Building,9
1773,Actual,2022-04-04,Player 9,Strength Building,8
1774,Actual,2022-04-05,Player 9,Strength Building,9
1775,Carried over,2022-04-07,Player 9,Strength Building,5
1776,Actual,2022-04-06,Player 9,Strength Building,5
1777,Actual,2022-04-08,Player 9,Strength Building,5
1778,Actual,2022-04-11,Player 9,Strength Building,4
1779,Actual,2022-04-12,Player 9,Strength Building,6
1780,Carried over,2022-04-14,Player 9,Strength Building,5
1781,Actual,2022-04-13,Player 9,Strength Building,5
1782,Carried over,2022-04-18,Player 9,Strength Building,5
1783,Actual,2022-04-15,Player 9,Strength Building,5
1784,Actual,2022-04-19,Player 9,Strength Building,6
1785,Carried over,2022-04-21,Player 9,Strength Building,6
1786,Actual,2022-04-20,Player 9,Strength Building,6
1787,Actual,2022-04-22,Player 9,Strength Building,8
1788,Actual,2022-04-25,Player 9,Strength Building,4
1789,Carried over,2022-05-02,Player 9,Strength Building,6
1790,Carried over,2022-04-29,Player 9,Strength Building,6
1791,Carried over,2022-04-28,Player 9,Strength Building,6
1792,Carried over,2022-04-27,Player 9,Strength Building,6
1793,Actual,2022-04-26,Player 9,Strength Building,6
1794,Actual,2022-05-03,Player 9,Strength Building,9
1795,Actual,2022-05-04,Player 9,Strength Building,5
1796,Actual,2022-05-05,Player 9,Strength Building,10
1797,Actual,2022-05-06,Player 9,Strength Building,6
1798,Actual,2022-05-09,Player 9,Strength Building,8
1799,Actual,2022-05-10,Player 9,Strength Building,4
1800,Actual,2022-05-11,Player 9,Strength Building,9
1801,Carried over,2022-05-13,Player 9,Strength Building,7
1802,Actual,2022-05-12,Player 9,Strength Building,7
1803,Carried over,2022-05-17,Player 9,Strength Building,4
1804,Actual,2022-05-16,Player 9,Strength Building,4
1805,Actual,2022-05-18,Player 9,Strength Building,9
1806,Actual,2022-05-19,Player 9,Strength Building,7
1807,Actual,2022-05-20,Player 9,Strength Building,8
1808,Actual,2022-05-23,Player 9,Strength Building,7
1809,Actual,2022-05-24,Player 9,Strength Building,7
1810,Actual,2022-05-25,Player 9,Strength Building,3
1811,Carried over,2022-05-27,Player 9,Strength Building,7
1812,Actual,2022-05-26,Player 9,Strength Building,7
1813,Carried over,2022-05-31,Player 9,Strength Building,7
1814,Actual,2022-05-30,Player 9,Strength Building,7
1815,Carried over,2022-06-02,Player 9,Strength Building,9
1816,Actual,2022-06-01,Player 9,Strength Building,9
1817,Carried over,2022-06-06,Player 9,Strength Building,6
1818,Actual,2022-06-03,Player 9,Strength Building,6
1819,Actual,2022-06-07,Player 9,Strength Building,7
1820,Carried over,2022-06-09,Player 9,Strength Building,7
1821,Actual,2022-06-08,Player 9,Strength Building,7
1822,Actual,2022-06-10,Player 9,Strength Building,5
1823,Actual,2022-06-13,Player 9,Strength Building,4
1824,Actual,2022-06-14,Player 9,Strength Building,6
1825,Actual,2022-06-15,Player 9,Strength Building,7
1826,Actual,2022-06-16,Player 9,Strength Building,5
1827,Actual,2022-06-17,Player 9,Strength Building,10
1828,Actual,2022-06-20,Player 9,Strength Building,4
1829,Actual,2022-06-21,Player 9,Strength Building,3
1830,Actual,2022-06-22,Player 9,Strength Building,4
1831,Actual,2022-06-23,Player 9,Strength Building,8
1832,Carried over,2022-06-27,Player 9,Strength Building,5
1833,Actual,2022-06-24,Player 9,Strength Building,5
1834,Carried over,2022-07-01,Player 9,Strength Building,5
1835,Carried over,2022-06-30,Player 9,Strength Building,5
1836,Carried over,2022-06-29,Player 9,Strength Building,5
1837,Actual,2022-06-28,Player 9,Strength Building,5
1838,Actual,2022-07-04,Player 9,Strength Building,6
1839,Actual,2022-07-05,Player 9,Strength Building,6
1840,Actual,2022-07-06,Player 9,Strength Building,10
1841,Actual,2022-07-07,Player 9,Strength Building,6
1842,Carried over,2022-07-11,Player 9,Strength Building,3
1843,Carried over,2021-08-04,Player 4,Cardio,5
1844,Carried over,2021-08-03,Player 4,Cardio,5
1845,Actual,2021-08-02,Player 4,Cardio,5
1846,Actual,2021-08-05,Player 4,Cardio,7
1847,Actual,2021-08-06,Player 4,Cardio,6
1848,Actual,2021-08-09,Player 4,Cardio,3
1849,Carried over,2021-08-11,Player 4,Cardio,3
1850,Actual,2021-08-10,Player 4,Cardio,3
1851,Actual,2021-08-12,Player 4,Cardio,10
1852,Carried over,2021-08-16,Player 4,Cardio,3
1853,Actual,2021-08-13,Player 4,Cardio,3
1854,Carried over,2021-08-18,Player 4,Cardio,10
1855,Actual,2021-08-17,Player 4,Cardio,10
1856,Carried over,2021-08-23,Player 4,Cardio,8
1857,Carried over,2021-08-20,Player 4,Cardio,8
1858,Actual,2021-08-19,Player 4,Cardio,8
1859,Carried over,2021-08-25,Player 4,Cardio,5
1860,Actual,2021-08-24,Player 4,Cardio,5
1861,Actual,2021-08-26,Player 4,Cardio,3
1862,Actual,2021-08-27,Player 4,Cardio,5
1863,Carried over,2021-09-02,Player 4,Cardio,10
1864,Carried over,2021-09-01,Player 4,Cardio,10
1865,Carried over,2021-08-31,Player 4,Cardio,10
1866,Actual,2021-08-30,Player 4,Cardio,10
1867,Carried over,2021-09-07,Player 4,Cardio,8
1868,Carried over,2021-09-06,Player 4,Cardio,8
1869,Actual,2021-09-03,Player 4,Cardio,8
1870,Actual,2021-09-08,Player 4,Cardio,3
1871,Carried over,2021-09-16,Player 4,Cardio,5
1872,Carried over,2021-09-15,Player 4,Cardio,5
1873,Carried over,2021-09-14,Player 4,Cardio,5
1874,Carried over,2021-09-13,Player 4,Cardio,5
1875,Carried over,2021-09-10,Player 4,Cardio,5
1876,Actual,2021-09-09,Player 4,Cardio,5
1877,Carried over,2021-09-21,Player 4,Cardio,10
1878,Carried over,2021-09-20,Player 4,Cardio,10
1879,Actual,2021-09-17,Player 4,Cardio,10
1880,Actual,2021-09-22,Player 4,Cardio,7
1881,Carried over,2021-09-30,Player 4,Cardio,3
1882,Carried over,2021-09-29,Player 4,Cardio,3
1883,Carried over,2021-09-28,Player 4,Cardio,3
1884,Carried over,2021-09-27,Player 4,Cardio,3
1885,Carried over,2021-09-24,Player 4,Cardio,3
1886,Actual,2021-09-23,Player 4,Cardio,3
1887,Carried over,2021-10-06,Player 4,Cardio,3
1888,Carried over,2021-10-05,Player 4,Cardio,3
1889,Carried over,2021-10-04,Player 4,Cardio,3
1890,Actual,2021-10-01,Player 4,Cardio,3
1891,Carried over,2021-10-14,Player 4,Cardio,5
1892,Carried over,2021-10-13,Player 4,Cardio,5
1893,Carried over,2021-10-12,Player 4,Cardio,5
1894,Carried over,2021-10-11,Player 4,Cardio,5
1895,Carried over,2021-10-08,Player 4,Cardio,5
1896,Actual,2021-10-07,Player 4,Cardio,5
1897,Carried over,2021-10-20,Player 4,Cardio,5
1898,Carried over,2021-10-19,Player 4,Cardio,5
1899,Carried over,2021-10-18,Player 4,Cardio,5
1900,Actual,2021-10-15,Player 4,Cardio,5
1901,Carried over,2021-10-26,Player 4,Cardio,4
1902,Carried over,2021-10-25,Player 4,Cardio,4
1903,Carried over,2021-10-22,Player 4,Cardio,4
1904,Actual,2021-10-21,Player 4,Cardio,4
1905,Actual,2021-10-27,Player 4,Cardio,9
1906,Actual,2021-10-28,Player 4,Cardio,6
1907,Carried over,2021-11-02,Player 4,Cardio,9
1908,Carried over,2021-11-01,Player 4,Cardio,9
1909,Actual,2021-10-29,Player 4,Cardio,9
1910,Carried over,2021-11-04,Player 4,Cardio,5
1911,Actual,2021-11-03,Player 4,Cardio,5
1912,Carried over,2021-11-17,Player 4,Cardio,7
1913,Carried over,2021-11-16,Player 4,Cardio,7
1914,Carried over,2021-11-15,Player 4,Cardio,7
1915,Carried over,2021-11-12,Player 4,Cardio,7
1916,Carried over,2021-11-11,Player 4,Cardio,7
1917,Carried over,2021-11-10,Player 4,Cardio,7
1918,Carried over,2021-11-09,Player 4,Cardio,7
1919,Carried over,2021-11-08,Player 4,Cardio,7
1920,Actual,2021-11-05,Player 4,Cardio,7
1921,Actual,2021-11-18,Player 4,Cardio,4
1922,Carried over,2021-11-30,Player 4,Cardio,6
1923,Carried over,2021-11-29,Player 4,Cardio,6
1924,Carried over,2021-11-26,Player 4,Cardio,6
1925,Carried over,2021-11-25,Player 4,Cardio,6
1926,Carried over,2021-11-24,Player 4,Cardio,6
1927,Carried over,2021-11-23,Player 4,Cardio,6
1928,Carried over,2021-11-22,Player 4,Cardio,6
1929,Actual,2021-11-19,Player 4,Cardio,6
1930,Carried over,2021-12-08,Player 4,Cardio,8
1931,Carried over,2021-12-07,Player 4,Cardio,8
1932,Carried over,2021-12-06,Player 4,Cardio,8
1933,Carried over,2021-12-03,Player 4,Cardio,8
1934,Carried over,2021-12-02,Player 4,Cardio,8
1935,Actual,2021-12-01,Player 4,Cardio,8
1936,Actual,2021-12-09,Player 4,Cardio,10
1937,Carried over,2021-12-21,Player 4,Cardio,5
1938,Carried over,2021-12-20,Player 4,Cardio,5
1939,Carried over,2021-12-17,Player 4,Cardio,5
1940,Carried over,2021-12-16,Player 4,Cardio,5
1941,Carried over,2021-12-15,Player 4,Cardio,5
1942,Carried over,2021-12-14,Player 4,Cardio,5
1943,Carried over,2021-12-13,Player 4,Cardio,5
1944,Actual,2021-12-10,Player 4,Cardio,5
1945,Carried over,2021-12-23,Player 4,Cardio,5
1946,Actual,2021-12-22,Player 4,Cardio,5
1947,Carried over,2021-12-29,Player 4,Cardio,8
1948,Carried over,2021-12-28,Player 4,Cardio,8
1949,Carried over,2021-12-27,Player 4,Cardio,8
1950,Actual,2021-12-24,Player 4,Cardio,8
1951,Carried over,2021-12-31,Player 4,Cardio,10
1952,Actual,2021-12-30,Player 4,Cardio,10
1953,Carried over,2022-01-05,Player 4,Cardio,5
1954,Carried over,2022-01-04,Player 4,Cardio,5
1955,Actual,2022-01-03,Player 4,Cardio,5
1956,Actual,2022-01-06,Player 4,Cardio,7
1957,Actual,2022-01-07,Player 4,Cardio,6
1958,Actual,2022-01-10,Player 4,Cardio,3
1959,Carried over,2022-01-12,Player 4,Cardio,3
1960,Actual,2022-01-11,Player 4,Cardio,3
1961,Actual,2022-01-13,Player 4,Cardio,10
1962,Carried over,2022-01-17,Player 4,Cardio,3
1963,Actual,2022-01-14,Player 4,Cardio,3
1964,Carried over,2022-01-19,Player 4,Cardio,10
1965,Actual,2022-01-18,Player 4,Cardio,10
1966,Carried over,2022-01-24,Player 4,Cardio,8
1967,Carried over,2022-01-21,Player 4,Cardio,8
1968,Actual,2022-01-20,Player 4,Cardio,8
1969,Actual,2022-01-25,Player 4,Cardio,5
1970,Actual,2022-01-26,Player 4,Cardio,5
1971,Actual,2022-01-27,Player 4,Cardio,3
1972,Actual,2022-01-28,Player 4,Cardio,5
1973,Carried over,2022-02-01,Player 4,Cardio,10
1974,Actual,2022-01-31,Player 4,Cardio,10
1975,Carried over,2022-02-03,Player 4,Cardio,4
1976,Actual,2022-02-02,Player 4,Cardio,4
1977,Carried over,2022-02-07,Player 4,Cardio,8
1978,Actual,2022-02-04,Player 4,Cardio,8
1979,Actual,2022-02-08,Player 4,Cardio,9
1980,Actual,2022-02-09,Player 4,Cardio,3
1981,Carried over,2022-02-11,Player 4,Cardio,5
1982,Actual,2022-02-10,Player 4,Cardio,5
1983,Actual,2022-02-14,Player 4,Cardio,4
1984,Carried over,2022-02-16,Player 4,Cardio,3
1985,Actual,2022-02-15,Player 4,Cardio,3
1986,Actual,2022-02-17,Player 4,Cardio,5
1987,Actual,2022-02-18,Player 4,Cardio,10
1988,Actual,2022-02-21,Player 4,Cardio,10
1989,Actual,2022-02-22,Player 4,Cardio,5
1990,Actual,2022-02-23,Player 4,Cardio,7
1991,Carried over,2022-02-25,Player 4,Cardio,3
1992,Actual,2022-02-24,Player 4,Cardio,3
1993,Carried over,2022-03-01,Player 4,Cardio,7
1994,Actual,2022-02-28,Player 4,Cardio,7
1995,Actual,2022-03-02,Player 4,Cardio,3
1996,Actual,2022-03-03,Player 4,Cardio,4
1997,Actual,2022-03-04,Player 4,Cardio,9
1998,Actual,2022-03-07,Player 4,Cardio,10
1999,Actual,2022-03-08,Player 4,Cardio,5
2000,Actual,2022-03-09,Player 4,Cardio,5
2001,Actual,2022-03-10,Player 4,Cardio,6
2002,Actual,2022-03-11,Player 4,Cardio,10
2003,Carried over,2022-03-15,Player 4,Cardio,4
2004,Actual,2022-03-14,Player 4,Cardio,4
2005,Actual,2022-03-16,Player 4,Cardio,5
2006,Actual,2022-03-17,Player 4,Cardio,9
2007,Carried over,2022-03-21,Player 4,Cardio,5
2008,Actual,2022-03-18,Player 4,Cardio,5
2009,Carried over,2022-03-23,Player 4,Cardio,4
2010,Actual,2022-03-22,Player 4,Cardio,4
2011,Carried over,2022-03-25,Player 4,Cardio,6
2012,Actual,2022-03-24,Player 4,Cardio,6
2013,Actual,2022-03-28,Player 4,Cardio,9
2014,Actual,2022-03-29,Player 4,Cardio,6
2015,Actual,2022-03-30,Player 4,Cardio,9
2016,Carried over,2022-04-01,Player 4,Cardio,4
2017,Actual,2022-03-31,Player 4,Cardio,4
2018,Carried over,2022-04-05,Player 4,Cardio,5
2019,Actual,2022-04-04,Player 4,Cardio,5
2020,Actual,2022-04-06,Player 4,Cardio,7
2021,Carried over,2022-04-12,Player 4,Cardio,10
2022,Carried over,2022-04-11,Player 4,Cardio,10
2023,Carried over,2022-04-08,Player 4,Cardio,10
2024,Actual,2022-04-07,Player 4,Cardio,10
2025,Actual,2022-04-13,Player 4,Cardio,10
2026,Carried over,2022-04-15,Player 4,Cardio,8
2027,Actual,2022-04-14,Player 4,Cardio,8
2028,Actual,2022-04-18,Player 4,Cardio,8
2029,Actual,2022-04-19,Player 4,Cardio,4
2030,Carried over,2022-04-21,Player 4,Cardio,6
2031,Actual,2022-04-20,Player 4,Cardio,6
2032,Actual,2022-04-22,Player 4,Cardio,10
2033,Actual,2022-04-25,Player 4,Cardio,4
2034,Carried over,2022-04-28,Player 4,Cardio,9
2035,Carried over,2022-04-27,Player 4,Cardio,9
2036,Actual,2022-04-26,Player 4,Cardio,9
2037,Actual,2022-04-29,Player 4,Cardio,4
2038,Actual,2022-05-02,Player 4,Cardio,8
2039,Carried over,2022-05-04,Player 4,Cardio,6
2040,Actual,2022-05-03,Player 4,Cardio,6
2041,Actual,2022-05-05,Player 4,Cardio,4
2042,Carried over,2022-05-09,Player 4,Cardio,5
2043,Actual,2022-05-06,Player 4,Cardio,5
2044,Actual,2022-05-10,Player 4,Cardio,10
2045,Actual,2022-05-11,Player 4,Cardio,5
2046,Actual,2022-05-12,Player 4,Cardio,10
2047,Carried over,2022-05-19,Player 4,Cardio,10
2048,Carried over,2022-05-18,Player 4,Cardio,10
2049,Carried over,2022-05-17,Player 4,Cardio,10
2050,Carried over,2022-05-16,Player 4,Cardio,10
2051,Actual,2022-05-13,Player 4,Cardio,10
2052,Actual,2022-05-20,Player 4,Cardio,10
2053,Carried over,2022-05-24,Player 4,Cardio,5
2054,Actual,2022-05-23,Player 4,Cardio,5
2055,Carried over,2022-05-26,Player 4,Cardio,8
2056,Actual,2022-05-25,Player 4,Cardio,8
2057,Carried over,2022-05-30,Player 4,Cardio,8
2058,Actual,2022-05-27,Player 4,Cardio,8
2059,Carried over,2022-06-01,Player 4,Cardio,10
2060,Actual,2022-05-31,Player 4,Cardio,10
2061,Actual,2022-06-02,Player 4,Cardio,4
2062,Actual,2022-06-03,Player 4,Cardio,8
2063,Actual,2022-06-06,Player 4,Cardio,7
2064,Actual,2022-06-07,Player 4,Cardio,3
2065,Carried over,2022-06-10,Player 4,Cardio,3
2066,Carried over,2022-06-09,Player 4,Cardio,3
2067,Actual,2022-06-08,Player 4,Cardio,3
2068,Actual,2022-06-13,Player 4,Cardio,7
