,Player,Session,Date,Score
1974,Player 7,Agility,2022-06-03,5
1975,Player 7,Agility,2022-06-07,7
1976,Player 7,Agility,2022-06-08,9
1977,Player 7,Agility,2022-06-09,8
1978,Player 7,Agility,2022-06-14,9
1979,Player 7,Agility,2022-06-15,3
1980,Player 7,Agility,2022-06-16,6
1981,Player 7,Agility,2022-06-17,8
1982,Player 7,Agility,2022-06-20,5
1983,Player 7,Agility,2022-06-23,7
1984,Player 7,Agility,2022-06-28,6
1985,Player 7,Agility,2022-06-29,8
1986,Player 7,Agility,2022-07-01,9
1987,Player 7,Agility,2022-07-04,8
1988,Player 7,Agility,2022-07-06,10
1989,Player 7,Agility,2022-07-07,10
1990,Player 7,Agility,2022-07-12,4
1991,Player 7,Agility,2022-07-13,5
1992,Player 7,Agility,2022-07-15,7
1993,Player 7,Agility,2022-07-18,9
1994,Player 7,Agility,2022-07-19,5
1995,Player 7,Agility,2022-07-21,9
1996,Player 7,Agility,2022-07-22,9
1997,Player 7,Agility,2022-07-25,10
1998,Player 7,Agility,2022-07-26,5
1999,Player 7,Agility,2022-07-28,8
2000,Player 7,Cardio,2022-01-06,4
2001,Player 7,Cardio,2022-01-11,4
2002,Player 7,Cardio,2022-01-12,6
2003,Player 7,Cardio,2022-01-13,7
2004,Player 7,Cardio,2022-01-14,10
2005,Player 7,Cardio,2022-01-17,6
2006,Player 7,Cardio,2022-01-18,7
2007,Player 7,Cardio,2022-01-20,7
2008,Player 7,Cardio,2022-01-24,7
2009,Player 7,Cardio,2022-01-25,9
2010,Player 7,Cardio,2022-01-31,7
2011,Player 7,Cardio,2022-02-01,7
2012,Player 7,Cardio,2022-02-02,3
2013,Player 7,Cardio,2022-02-03,9
2014,Player 7,Cardio,2022-02-04,7
2015,Player 7,Cardio,2022-02-07,4
2016,Player 7,Cardio,2022-02-09,4
2017,Player 7,Cardio,2022-02-10,8
2018,Player 7,Cardio,2022-02-11,6
2019,Player 7,Cardio,2022-02-15,5
2020,Player 7,Cardio,2022-02-17,4
2021,Player 7,Cardio,2022-02-18,7
2022,Player 7,Cardio,2022-02-23,9
2023,Player 7,Cardio,2022-02-24,10
2024,Player 7,Cardio,2022-02-25,10
2025,Player 7,Cardio,2022-02-28,7
2026,Player 7,Cardio,2022-03-02,6
2027,Player 7,Cardio,2022-03-04,8
2028,Player 7,Cardio,2022-03-07,8
2029,Player 7,Cardio,2022-03-08,3
2030,Player 7,Cardio,2022-03-09,6
2031,Player 7,Cardio,2022-03-10,5
2032,Player 7,Cardio,2022-03-11,4
2033,Player 7,Cardio,2022-03-15,8
2034,Player 7,Cardio,2022-03-17,5
2035,Player 7,Cardio,2022-03-18,4
2036,Player 7,Cardio,2022-03-21,5
2037,Player 7,Cardio,2022-03-22,5
2038,Player 7,Cardio,2022-03-24,7
2039,Player 7,Cardio,2022-03-25,9
2040,Player 7,Cardio,2022-03-29,10
2041,Player 7,Cardio,2022-03-30,4
2042,Player 7,Cardio,2022-03-31,8
2043,Player 7,Cardio,2022-04-04,8
2044,Player 7,Cardio,2022-04-07,8
2045,Player 7,Cardio,2022-04-11,4
2046,Player 7,Cardio,2022-04-13,3
2047,Player 7,Cardio,2022-04-14,4
2048,Player 7,Cardio,2022-04-18,6
2049,Player 7,Cardio,2022-04-21,6
2050,Player 7,Cardio,2022-04-25,9
2051,Player 7,Cardio,2022-04-27,9
2052,Player 7,Cardio,2022-05-02,8
2053,Player 7,Cardio,2022-05-04,8
2054,Player 7,Cardio,2022-05-05,9
2055,Player 7,Cardio,2022-05-06,5
2056,Player 7,Cardio,2022-05-10,5
2057,Player 7,Cardio,2022-05-12,7
2058,Player 7,Cardio,2022-05-13,7
2059,Player 7,Cardio,2022-05-16,9
2060,Player 7,Cardio,2022-05-19,4
2061,Player 7,Cardio,2022-05-23,4
2062,Player 7,Cardio,2022-05-25,10
2063,Player 7,Cardio,2022-05-26,10
2064,Player 7,Cardio,2022-05-27,3
2065,Player 7,Cardio,2022-05-30,6
2066,Player 7,Cardio,2022-05-31,3
2067,Player 7,Cardio,2022-06-06,9
2068,Player 7,Cardio,2022-06-07,4
2069,Player 7,Cardio,2022-06-08,6
2070,Player 7,Cardio,2022-06-09,7
2071,Player 7,Cardio,2022-06-10,9
2072,Player 7,Cardio,2022-06-14,6
2073,Player 7,Cardio,2022-06-15,3
2074,Player 7,Cardio,2022-06-17,3
2075,Player 7,Cardio,2022-06-20,3
2076,Player 7,Cardio,2022-06-22,4
2077,Player 7,Cardio,2022-06-24,5
2078,Player 7,Cardio,2022-06-27,7
2079,Player 7,Cardio,2022-06-29,8
2080,Player 7,Cardio,2022-07-04,7
2081,Player 7,Cardio,2022-07-05,5
2082,Player 7,Cardio,2022-07-12,10
2083,Player 7,Cardio,2022-07-13,5
2084,Player 7,Cardio,2022-07-14,7
2085,Player 7,Cardio,2022-07-15,4
2086,Player 7,Cardio,2022-07-18,3
2087,Player 7,Cardio,2022-07-19,6
2088,Player 7,Cardio,2022-07-20,6
2089,Player 7,Cardio,2022-07-21,5
2090,Player 7,Cardio,2022-07-22,8
2091,Player 7,Cardio,2022-07-27,10
2092,Player 7,Cardio,2022-07-29,8
2093,Player 8,Strength Building,2022-01-04,8
2094,Player 8,Strength Building,2022-01-05,8
2095,Player 8,Strength Building,2022-01-07,4
2096,Player 8,Strength Building,2022-01-10,3
2097,Player 8,Strength Building,2022-01-14,6
2098,Player 8,Strength Building,2022-01-17,9
2099,Player 8,Strength Building,2022-01-19,10
2100,Player 8,Strength Building,2022-01-20,7
2101,Player 8,Strength Building,2022-01-21,7
2102,Player 8,Strength Building,2022-01-24,10
2103,Player 8,Strength Building,2022-01-25,4
2104,Player 8,Strength Building,2022-01-27,3
2105,Player 8,Strength Building,2022-01-28,5
2106,Player 8,Strength Building,2022-02-01,3
2107,Player 8,Strength Building,2022-02-02,3
2108,Player 8,Strength Building,2022-02-04,5
2109,Player 8,Strength Building,2022-02-07,4
2110,Player 8,Strength Building,2022-02-09,3
2111,Player 8,Strength Building,2022-02-10,7
2112,Player 8,Strength Building,2022-02-16,4
2113,Player 8,Strength Building,2022-02-17,6
2114,Player 8,Strength Building,2022-02-18,5
2115,Player 8,Strength Building,2022-02-21,7
2116,Player 8,Strength Building,2022-02-22,6
2117,Player 8,Strength Building,2022-02-24,5
2118,Player 8,Strength Building,2022-02-25,10
2119,Player 8,Strength Building,2022-02-28,6
2120,Player 8,Strength Building,2022-03-03,6
2121,Player 8,Strength Building,2022-03-04,4
2122,Player 8,Strength Building,2022-03-07,4
2123,Player 8,Strength Building,2022-03-08,9
2124,Player 8,Strength Building,2022-03-09,4
2125,Player 8,Strength Building,2022-03-10,4
2126,Player 8,Strength Building,2022-03-11,8
2127,Player 8,Strength Building,2022-03-14,7
2128,Player 8,Strength Building,2022-03-15,7
2129,Player 8,Strength Building,2022-03-16,7
2130,Player 8,Strength Building,2022-03-18,5
2131,Player 8,Strength Building,2022-03-21,10
2132,Player 8,Strength Building,2022-03-24,7
2133,Player 8,Strength Building,2022-03-25,4
2134,Player 8,Strength Building,2022-03-28,4
2135,Player 8,Strength Building,2022-03-29,8
2136,Player 8,Strength Building,2022-03-31,4
2137,Player 8,Strength Building,2022-04-05,7
2138,Player 8,Strength Building,2022-04-07,8
2139,Player 8,Strength Building,2022-04-08,9
2140,Player 8,Strength Building,2022-04-11,9
2141,Player 8,Strength Building,2022-04-13,6
2142,Player 8,Strength Building,2022-04-20,7
2143,Player 8,Strength Building,2022-04-22,10
2144,Player 8,Strength Building,2022-04-27,9
2145,Player 8,Strength Building,2022-04-28,3
2146,Player 8,Strength Building,2022-04-29,10
2147,Player 8,Strength Building,2022-05-02,10
2148,Player 8,Strength Building,2022-05-05,4
2149,Player 8,Strength Building,2022-05-06,5
2150,Player 8,Strength Building,2022-05-09,7
2151,Player 8,Strength Building,2022-05-10,10
2152,Player 8,Strength Building,2022-05-11,5
2153,Player 8,Strength Building,2022-05-12,3
2154,Player 8,Strength Building,2022-05-16,10
2155,Player 8,Strength Building,2022-05-17,7
2156,Player 8,Strength Building,2022-05-19,5
2157,Player 8,Strength Building,2022-05-23,8
2158,Player 8,Strength Building,2022-05-26,3
2159,Player 8,Strength Building,2022-05-30,6
2160,Player 8,Strength Building,2022-05-31,8
2161,Player 8,Strength Building,2022-06-01,4
2162,Player 8,Strength Building,2022-06-02,4
2163,Player 8,Strength Building,2022-06-08,6
2164,Player 8,Strength Building,2022-06-10,8
2165,Player 8,Strength Building,2022-06-13,5
2166,Player 8,Strength Building,2022-06-15,4
2167,Player 8,Strength Building,2022-06-17,10
2168,Player 8,Strength Building,2022-06-20,5
2169,Player 8,Strength Building,2022-06-22,6
2170,Player 8,Strength Building,2022-06-23,3
2171,Player 8,Strength Building,2022-06-27,5
2172,Player 8,Strength Building,2022-06-28,5
2173,Player 8,Strength Building,2022-07-01,4
2174,Player 8,Strength Building,2022-07-04,6
2175,Player 8,Strength Building,2022-07-06,8
2176,Player 8,Strength Building,2022-07-07,8
2177,Player 8,Strength Building,2022-07-08,9
2178,Player 8,Strength Building,2022-07-12,9
2179,Player 8,Strength Building,2022-07-13,10
2180,Player 8,Strength Building,2022-07-14,4
2181,Player 8,Strength Building,2022-07-15,6
2182,Player 8,Strength Building,2022-07-18,9
2183,Player 8,Strength Building,2022-07-20,8
2184,Player 8,Strength Building,2022-07-21,10
2185,Player 8,Strength Building,2022-07-25,4
2186,Player 8,Strength Building,2022-07-26,5
2187,Player 8,Strength Building,2022-07-27,6
2188,Player 8,Strength Building,2022-07-28,8
2189,Player 8,Strength Building,2022-07-29,8
2190,Player 8,Agility,2022-01-05,5
2191,Player 8,Agility,2022-01-06,8
2192,Player 8,Agility,2022-01-07,10
2193,Player 8,Agility,2022-01-10,7
2194,Player 8,Agility,2022-01-11,8
2195,Player 8,Agility,2022-01-12,9
2196,Player 8,Agility,2022-01-13,10
2197,Player 8,Agility,2022-01-19,4
2198,Player 8,Agility,2022-01-20,3
2199,Player 8,Agility,2022-01-21,5
2200,Player 8,Agility,2022-01-24,3
2201,Player 8,Agility,2022-01-25,9
2202,Player 8,Agility,2022-01-27,5
2203,Player 8,Agility,2022-01-28,3
2204,Player 8,Agility,2022-01-31,7
2205,Player 8,Agility,2022-02-03,6
2206,Player 8,Agility,2022-02-04,4
2207,Player 8,Agility,2022-02-07,5
2208,Player 8,Agility,2022-02-08,5
2209,Player 8,Agility,2022-02-09,4
2210,Player 8,Agility,2022-02-14,10
2211,Player 8,Agility,2022-02-15,5
2212,Player 8,Agility,2022-02-17,4
2213,Player 8,Agility,2022-02-18,4
2214,Player 8,Agility,2022-02-21,4
2215,Player 8,Agility,2022-02-22,5
2216,Player 8,Agility,2022-02-23,6
2217,Player 8,Agility,2022-02-24,4
2218,Player 8,Agility,2022-02-25,5
2219,Player 8,Agility,2022-02-28,4
2220,Player 8,Agility,2022-03-01,7
2221,Player 8,Agility,2022-03-04,8
2222,Player 8,Agility,2022-03-07,9
2223,Player 8,Agility,2022-03-08,10
2224,Player 8,Agility,2022-03-09,4
2225,Player 8,Agility,2022-03-11,3
2226,Player 8,Agility,2022-03-14,5
2227,Player 8,Agility,2022-03-15,3
2228,Player 8,Agility,2022-03-16,6
2229,Player 8,Agility,2022-03-17,3
2230,Player 8,Agility,2022-03-18,5
2231,Player 8,Agility,2022-03-21,8
2232,Player 8,Agility,2022-03-22,3
2233,Player 8,Agility,2022-03-23,3
2234,Player 8,Agility,2022-03-24,3
2235,Player 8,Agility,2022-03-28,3
2236,Player 8,Agility,2022-03-29,9
2237,Player 8,Agility,2022-03-30,7
2238,Player 8,Agility,2022-03-31,10
2239,Player 8,Agility,2022-04-04,5
2240,Player 8,Agility,2022-04-05,9
2241,Player 8,Agility,2022-04-07,4
2242,Player 8,Agility,2022-04-08,4
2243,Player 8,Agility,2022-04-11,5
2244,Player 8,Agility,2022-04-12,5
2245,Player 8,Agility,2022-04-13,9
2246,Player 8,Agility,2022-04-14,7
2247,Player 8,Agility,2022-04-15,9
2248,Player 8,Agility,2022-04-18,10
2249,Player 8,Agility,2022-04-19,10
2250,Player 8,Agility,2022-04-20,7
2251,Player 8,Agility,2022-04-21,4
2252,Player 8,Agility,2022-04-22,9
2253,Player 8,Agility,2022-04-26,6
2254,Player 8,Agility,2022-04-27,7
2255,Player 8,Agility,2022-04-28,5
2256,Player 8,Agility,2022-05-02,9
2257,Player 8,Agility,2022-05-03,5
2258,Player 8,Agility,2022-05-05,4
2259,Player 8,Agility,2022-05-06,9
2260,Player 8,Agility,2022-05-11,8
2261,Player 8,Agility,2022-05-12,6
2262,Player 8,Agility,2022-05-13,7
2263,Player 8,Agility,2022-05-17,3
2264,Player 8,Agility,2022-05-18,3
2265,Player 8,Agility,2022-05-20,8
2266,Player 8,Agility,2022-05-23,4
2267,Player 8,Agility,2022-05-24,4
2268,Player 8,Agility,2022-05-26,6
2269,Player 8,Agility,2022-05-27,8
2270,Player 8,Agility,2022-05-30,8
2271,Player 8,Agility,2022-06-01,5
2272,Player 8,Agility,2022-06-02,4
2273,Player 8,Agility,2022-06-06,8
2274,Player 8,Agility,2022-06-07,4
2275,Player 8,Agility,2022-06-08,10
2276,Player 8,Agility,2022-06-13,9
2277,Player 8,Agility,2022-06-14,6
2278,Player 8,Agility,2022-06-16,5
2279,Player 8,Agility,2022-06-21,6
2280,Player 8,Agility,2022-06-23,9
2281,Player 8,Agility,2022-06-24,8
2282,Player 8,Agility,2022-06-28,10
2283,Player 8,Agility,2022-06-29,10
2284,Player 8,Agility,2022-06-30,4
2285,Player 8,Agility,2022-07-01,7
2286,Player 8,Agility,2022-07-07,7
2287,Player 8,Agility,2022-07-08,8
2288,Player 8,Agility,2022-07-11,10
2289,Player 8,Agility,2022-07-12,7
2290,Player 8,Agility,2022-07-13,8
2291,Player 8,Agility,2022-07-14,3
2292,Player 8,Agility,2022-07-15,6
2293,Player 8,Agility,2022-07-18,9
2294,Player 8,Agility,2022-07-19,4
2295,Player 8,Agility,2022-07-20,8
2296,Player 8,Agility,2022-07-21,6
2297,Player 8,Agility,2022-07-22,6
2298,Player 8,Agility,2022-07-25,9
2299,Player 8,Agility,2022-07-28,8
2300,Player 8,Agility,2022-07-29,7
2301,Player 8,Cardio,2022-01-04,7
2302,Player 8,Cardio,2022-01-05,7
2303,Player 8,Cardio,2022-01-06,6
2304,Player 8,Cardio,2022-01-07,3
2305,Player 8,Cardio,2022-01-10,3
2306,Player 8,Cardio,2022-01-14,6
2307,Player 8,Cardio,2022-01-18,3
2308,Player 8,Cardio,2022-01-21,5
2309,Player 8,Cardio,2022-01-26,8
2310,Player 8,Cardio,2022-01-28,3
2311,Player 8,Cardio,2022-01-31,8
2312,Player 8,Cardio,2022-02-01,7
2313,Player 8,Cardio,2022-02-02,4
2314,Player 8,Cardio,2022-02-03,4
2315,Player 8,Cardio,2022-02-04,6
2316,Player 8,Cardio,2022-02-09,6
2317,Player 8,Cardio,2022-02-10,10
2318,Player 8,Cardio,2022-02-11,7
2319,Player 8,Cardio,2022-02-15,3
2320,Player 8,Cardio,2022-02-16,7
2321,Player 8,Cardio,2022-02-18,5
2322,Player 8,Cardio,2022-02-21,10
2323,Player 8,Cardio,2022-02-22,6
2324,Player 8,Cardio,2022-02-23,7
2325,Player 8,Cardio,2022-02-25,6
2326,Player 8,Cardio,2022-02-28,6
2327,Player 8,Cardio,2022-03-01,5
2328,Player 8,Cardio,2022-03-03,10
2329,Player 8,Cardio,2022-03-04,9
2330,Player 8,Cardio,2022-03-08,7
2331,Player 8,Cardio,2022-03-09,9
2332,Player 8,Cardio,2022-03-10,3
2333,Player 8,Cardio,2022-03-11,8
2334,Player 8,Cardio,2022-03-14,6
2335,Player 8,Cardio,2022-03-17,8
2336,Player 8,Cardio,2022-03-21,6
2337,Player 8,Cardio,2022-03-22,10
2338,Player 8,Cardio,2022-03-30,10
2339,Player 8,Cardio,2022-03-31,7
2340,Player 8,Cardio,2022-04-01,5
2341,Player 8,Cardio,2022-04-04,6
2342,Player 8,Cardio,2022-04-05,5
2343,Player 8,Cardio,2022-04-06,4
2344,Player 8,Cardio,2022-04-07,9
2345,Player 8,Cardio,2022-04-08,3
2346,Player 8,Cardio,2022-04-12,6
2347,Player 8,Cardio,2022-04-13,3
2348,Player 8,Cardio,2022-04-14,6
2349,Player 8,Cardio,2022-04-18,7
2350,Player 8,Cardio,2022-04-21,9
2351,Player 8,Cardio,2022-04-22,6
2352,Player 8,Cardio,2022-04-26,6
2353,Player 8,Cardio,2022-04-27,8
2354,Player 8,Cardio,2022-04-29,9
2355,Player 8,Cardio,2022-05-03,3
2356,Player 8,Cardio,2022-05-05,4
2357,Player 8,Cardio,2022-05-06,9
2358,Player 8,Cardio,2022-05-10,9
2359,Player 8,Cardio,2022-05-11,10
2360,Player 8,Cardio,2022-05-13,9
2361,Player 8,Cardio,2022-05-16,5
2362,Player 8,Cardio,2022-05-19,9
2363,Player 8,Cardio,2022-05-20,8
2364,Player 8,Cardio,2022-05-23,10
2365,Player 8,Cardio,2022-05-25,6
2366,Player 8,Cardio,2022-05-26,8
2367,Player 8,Cardio,2022-05-30,9
2368,Player 8,Cardio,2022-05-31,7
2369,Player 8,Cardio,2022-06-01,3
2370,Player 8,Cardio,2022-06-02,7
2371,Player 8,Cardio,2022-06-08,4
2372,Player 8,Cardio,2022-06-09,4
2373,Player 8,Cardio,2022-06-10,10
2374,Player 8,Cardio,2022-06-13,4
2375,Player 8,Cardio,2022-06-14,7
2376,Player 8,Cardio,2022-06-16,8
2377,Player 8,Cardio,2022-06-20,3
2378,Player 8,Cardio,2022-06-21,9
2379,Player 8,Cardio,2022-06-22,6
2380,Player 8,Cardio,2022-06-23,4
2381,Player 8,Cardio,2022-06-24,3
2382,Player 8,Cardio,2022-06-27,8
2383,Player 8,Cardio,2022-06-30,5
2384,Player 8,Cardio,2022-07-01,3
2385,Player 8,Cardio,2022-07-04,10
2386,Player 8,Cardio,2022-07-05,7
2387,Player 8,Cardio,2022-07-06,6
2388,Player 8,Cardio,2022-07-07,7
2389,Player 8,Cardio,2022-07-08,3
2390,Player 8,Cardio,2022-07-11,8
2391,Player 8,Cardio,2022-07-12,5
2392,Player 8,Cardio,2022-07-14,5
2393,Player 8,Cardio,2022-07-18,6
2394,Player 8,Cardio,2022-07-20,3
2395,Player 8,Cardio,2022-07-21,8
2396,Player 8,Cardio,2022-07-25,8
2397,Player 8,Cardio,2022-07-27,8
2398,Player 8,Cardio,2022-07-28,5
2399,Player 8,Cardio,2022-07-29,4
2400,Player 9,Strength Building,2022-01-04,9
2401,Player 9,Strength Building,2022-01-06,10
2402,Player 9,Strength Building,2022-01-07,3
2403,Player 9,Strength Building,2022-01-14,10
2404,Player 9,Strength Building,2022-01-17,3
2405,Player 9,Strength Building,2022-01-18,10
2406,Player 9,Strength Building,2022-01-19,3
2407,Player 9,Strength Building,2022-01-20,6
2408,Player 9,Strength Building,2022-01-21,7
2409,Player 9,Strength Building,2022-01-25,8
2410,Player 9,Strength Building,2022-01-26,6
2411,Player 9,Strength Building,2022-01-27,6
2412,Player 9,Strength Building,2022-01-28,3
2413,Player 9,Strength Building,2022-01-31,7
2414,Player 9,Strength Building,2022-02-01,6
2415,Player 9,Strength Building,2022-02-03,7
2416,Player 9,Strength Building,2022-02-04,10
2417,Player 9,Strength Building,2022-02-07,7
2418,Player 9,Strength Building,2022-02-08,9
2419,Player 9,Strength Building,2022-02-09,4
2420,Player 9,Strength Building,2022-02-10,3
2421,Player 9,Strength Building,2022-02-11,9
2422,Player 9,Strength Building,2022-02-16,8
2423,Player 9,Strength Building,2022-02-17,8
2424,Player 9,Strength Building,2022-02-21,3
2425,Player 9,Strength Building,2022-02-22,8
2426,Player 9,Strength Building,2022-02-23,8
2427,Player 9,Strength Building,2022-02-24,7
2428,Player 9,Strength Building,2022-03-01,5
2429,Player 9,Strength Building,2022-03-02,7
2430,Player 9,Strength Building,2022-03-07,9
2431,Player 9,Strength Building,2022-03-09,7
2432,Player 9,Strength Building,2022-03-10,3
2433,Player 9,Strength Building,2022-03-11,10
2434,Player 9,Strength Building,2022-03-14,6
2435,Player 9,Strength Building,2022-03-16,4
2436,Player 9,Strength Building,2022-03-18,7
2437,Player 9,Strength Building,2022-03-21,7
2438,Player 9,Strength Building,2022-03-22,4
2439,Player 9,Strength Building,2022-03-23,5
2440,Player 9,Strength Building,2022-03-25,6
2441,Player 9,Strength Building,2022-03-29,10
2442,Player 9,Strength Building,2022-04-01,9
2443,Player 9,Strength Building,2022-04-04,8
2444,Player 9,Strength Building,2022-04-05,9
2445,Player 9,Strength Building,2022-04-06,5
2446,Player 9,Strength Building,2022-04-08,5
2447,Player 9,Strength Building,2022-04-11,4
2448,Player 9,Strength Building,2022-04-12,6
2449,Player 9,Strength Building,2022-04-13,5
2450,Player 9,Strength Building,2022-04-15,5
2451,Player 9,Strength Building,2022-04-19,6
2452,Player 9,Strength Building,2022-04-20,6
2453,Player 9,Strength Building,2022-04-22,8
2454,Player 9,Strength Building,2022-04-25,4
2455,Player 9,Strength Building,2022-04-26,6
2456,Player 9,Strength Building,2022-05-03,9
2457,Player 9,Strength Building,2022-05-04,5
2458,Player 9,Strength Building,2022-05-05,10
2459,Player 9,Strength Building,2022-05-06,6
2460,Player 9,Strength Building,2022-05-09,8
2461,Player 9,Strength Building,2022-05-10,4
2462,Player 9,Strength Building,2022-05-11,9
2463,Player 9,Strength Building,2022-05-12,7
2464,Player 9,Strength Building,2022-05-16,4
2465,Player 9,Strength Building,2022-05-18,9
2466,Player 9,Strength Building,2022-05-19,7
2467,Player 9,Strength Building,2022-05-20,8
2468,Player 9,Strength Building,2022-05-23,7
2469,Player 9,Strength Building,2022-05-24,7
2470,Player 9,Strength Building,2022-05-25,3
2471,Player 9,Strength Building,2022-05-26,7
2472,Player 9,Strength Building,2022-05-30,7
2473,Player 9,Strength Building,2022-06-01,9
2474,Player 9,Strength Building,2022-06-03,6
2475,Player 9,Strength Building,2022-06-07,7
2476,Player 9,Strength Building,2022-06-08,7
2477,Player 9,Strength Building,2022-06-10,5
2478,Player 9,Strength Building,2022-06-13,4
2479,Player 9,Strength Building,2022-06-14,6
2480,Player 9,Strength Building,2022-06-15,7
2481,Player 9,Strength Building,2022-06-16,5
2482,Player 9,Strength Building,2022-06-17,10
2483,Player 9,Strength Building,2022-06-20,4
2484,Player 9,Strength Building,2022-06-21,3
2485,Player 9,Strength Building,2022-06-22,4
2486,Player 9,Strength Building,2022-06-23,8
2487,Player 9,Strength Building,2022-06-24,5
2488,Player 9,Strength Building,2022-06-28,5
2489,Player 9,Strength Building,2022-07-04,6
2490,Player 9,Strength Building,2022-07-05,6
2491,Player 9,Strength Building,2022-07-06,10
2492,Player 9,Strength Building,2022-07-07,6
2493,Player 9,Strength Building,2022-07-08,3
2494,Player 9,Strength Building,2022-07-12,6
2495,Player 9,Strength Building,2022-07-13,7
2496,Player 9,Strength Building,2022-07-14,6
2497,Player 9,Strength Building,2022-07-15,4
2498,Player 9,Strength Building,2022-07-22,7
2499,Player 9,Strength Building,2022-07-25,7
2500,Player 9,Strength Building,2022-07-27,5
2501,Player 9,Strength Building,2022-07-28,8
2502,Player 9,Strength Building,2022-07-29,10
2503,Player 9,Agility,2022-01-05,6
2504,Player 9,Agility,2022-01-06,8
2505,Player 9,Agility,2022-01-07,3
2506,Player 9,Agility,2022-01-10,6
2507,Player 9,Agility,2022-01-11,6
2508,Player 9,Agility,2022-01-12,4
2509,Player 9,Agility,2022-01-14,7
2510,Player 9,Agility,2022-01-17,10
2511,Player 9,Agility,2022-01-18,9
2512,Player 9,Agility,2022-01-19,4
2513,Player 9,Agility,2022-01-20,7
2514,Player 9,Agility,2022-01-21,6
